TYPOLOGIE ETABLISSEMENT,CLASSEMENT,NOM COMMERCIAL,ADRESSE,CODE POSTAL,COMMUNE,TELEPHONE,COURRIEL,SITE INTERNET,CAPACITE D'ACCUEIL (PERSONNES),NOMBRE DE CHAMBRES,NOMBRE D'EMPLACEMENTS,NOMBRE D'UNITES D'HABITATION (résidences de tourisme),NOMBRE D'UNITES D'HABITATION (villages de vacances),coordonnees,Nom du département,Nom de la région
VILLAGE DE VACANCES,3 étoiles,VILLAGE CLUB DU SOLEIL MONTGENÈVRE,Les Miandettes,5100,MONTGENÈVRE,0491048702,montgenevre.accueil@villagesclubsdusoleil.com,http://www.villagesclubsdusoleil.com/fr/nos-destinations/ete/sejour-a-la-montagne/montgenevre,760,,,,173,"44.937483,6.742364",HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
VILLAGE DE VACANCES,2 étoiles,AZUREVA LA CLUSAZ,3739 route des Confins,74220,LA CLUSAZ,0450323232,la.clusaz@azureva-vacances.com,http://www.azureva-vacances.com,352,,,,98,"45.914248,6.468685",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
VILLAGE DE VACANCES,3 étoiles,VILLAGE DE VACANCES LE LAZARET,rue du Pasteur Benoit,34200,SÈTE,0467532247,le-lazaret@capfrance.com,www.lazaret-sete.com,289,,,,120,"43.394304,3.675256",HERAULT,OCCITANIE
VILLAGE DE VACANCES,2 étoiles,RÉSIDENCE CLUB LA FAYETTE,avenue de bourgogne,17041,LA ROCHELLE CEDEX 1,0546686464,fkehl@residencelafayette.org,http://www.residencelafayette.org,428,,,,116,,,
VILLAGE DE VACANCES,3 étoiles,VVF VILLAGES LES VOCONCES,HAMEAU DE PLAS,26150,DIE,0475220688,die@vvfvillages.fr,www.vvfvillages.fr,223,,,,40,"44.761476,5.371384",DROME,AUVERGNE-RHONE-ALPES
VILLAGE DE VACANCES,3 étoiles,VILLAGE VACANCES LA POMMERAIE,9 avenue du Sergent Triaire,30120,LE VIGAN,0499545640,village.vacances@levigan.fr,http://www.village-vacances-cevennes.fr,144,,,,38,"43.9903,3.606757",GARD,OCCITANIE
VILLAGE DE VACANCES,3 étoiles,VILLAGE DE VACANCES DE MARC,hameau de Marc,9220,AUZAT,0561648854,contact@marc-montmija.com,www.marc-montmija.com,174,,,,40,"42.722548,1.45203",ARIEGE,OCCITANIE
VILLAGE DE VACANCES,3 étoiles,HÔTEL CLUB VACANCIEL DE ROQUEBRUNE,Boulevard Kennedy,83520,ROQUEBRUNE-SUR-ARGENS,0494197800,roquebrune@vacanciel.com,http://www.vacanciel.com/club-vacanciel-roquebrune-sur-argens,352,,,,98,"43.441505,6.641817",VAR,PROVENCE-ALPES-COTE D'AZUR
VILLAGE DE VACANCES,3 étoiles,LE CLOS MOULIN,Rue du Clos Moulin,43800,VOREY,0477566609,contact.vorey@vacances-ulvf.com,http://www.vacances-ulvf.com,228,,,,41,"45.187324,3.914606",HAUTE-LOIRE,AUVERGNE-RHONE-ALPES
VILLAGE DE VACANCES,3 étoiles,VILLAGE DE VACANCES DOMAINE AIGOUAL CEVENNES,Ayres,48150,MEYRUEIS,0444052303,info@domaine-aigoual-cevennes.com,https://www.domaine-aigoual-cevennes.com/,260,,,,59,"44.182103,3.438918",LOZERE,OCCITANIE
VILLAGE DE VACANCES,3 étoiles,NEACLUB LA LAUZA,"Chemin La Lauza, Entre Deux Villes",73450,VALMEINIER,04 50 52 61 51,resa.lauza@neaclub.com,http://www.neaclub.com/la-lauza-valmeinier-thabor/,187,,,,43,,,
VILLAGE DE VACANCES,2 étoiles,VILLAGE DE VACANCES CLUB VACANCIEL DE CAMBO-LES-BAINS,Avenue du docteur Camino,64250,CAMBO-LES-BAINS,0805124545,reservations@vacanciel.com,http://www.vacanciel.com/club-cambo-les-bains-323.html?gclid=CPq8v53ZwMwCFUI_GwodYQkMcw,175,,,,48,"43.366872,-1.41606",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,3 étoiles,VILLAGE DE VACANCES L'AIRIAL,le bourg,47420,SAUMÉJAN,0553891202,saumejan@laligue-fol47.org,www.airial-saumejan.fr,126,,,,20,"44.224774,0.012743",LOT-ET-GARONNE,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,2 étoiles,RÉSIDENCE RENOUVEAU VACANCES LE RICHELME,route des Thermes,4000,DIGNE-LES-BAINS,0825802805,directeur.digne@renouveau-vacances.fr,https://www.renouveau-vacances.fr/nos-destinations/ete/sejour-a-la-campagne/digne-les-bains-village-vacances,160,,,,78,"44.088177,6.249359",ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
VILLAGE DE VACANCES,3 étoiles,VTF KER BELEN,Lanneguy,29340,RIEC-SUR-BELON,02 98 06 92 34,reservations@vtf-vacances.com,https://www.vtf-vacances.com/fr/village-vacances-familles/bretagne/finistere/riec-sur-belon/82,226,,,,74,"47.822829,-3.689568",FINISTERE,BRETAGNE
VILLAGE DE VACANCES,4 étoiles,CENTRE PORTES DES ILES,106 rue ste anne,50380,SAINT-PAIR-SUR-MER,0233912700,portesdesiles@orange.fr,www.vacances-pour-tous.org,202,,,,42,"48.814178,-1.570974",MANCHE,NORMANDIE
VILLAGE DE VACANCES,5 étoiles,VILLAGE VACANCES CASTIGNO,1 Rue des Écoles,34360,ASSIGNAN,0467380550,elsa@chateaucastigno.com,http://www.chateaucastigno.com/,30,,,,5,"43.397053,2.889045",HERAULT,OCCITANIE
VILLAGE DE VACANCES,4 étoiles,VILLAGE DE VACANCES COUNTRY KIDS,Le Mas Pandit,34800,OCTON,+33677545600,info@country-kids.fr,http://www.country-kids.fr/,42,,,,7,"43.658919,3.26337",HERAULT,OCCITANIE
VILLAGE DE VACANCES,2 étoiles,CHALET LA VIGOGNE,rue des Monts d'Argent,73210,PEISEY-NANCROIX,0479079247,vigognevacances@wanadoo.fr,http://www.centre-vacances-peisey-vigogne.com/,98,,,,28,"45.547202,6.75549",SAVOIE,AUVERGNE-RHONE-ALPES
VILLAGE DE VACANCES,3 étoiles,SLOW VILLAGE BISCARROSSE LAC,7141 route des Lacs Port Maguide,40600,BISCARROSSE,0299904455,reservation@seagreen.fr,www.slow-village.fr,460,,,,100,"44.455138,-1.200748",LANDES,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,3 étoiles,VILLAGE CLUB THALASSA,13 Rue de la Méditerranée,34140,MÈZE,0467438274,contact@villagethalassa.com,www.villagethalassa.com,316,,,,68,"43.421114,3.602681",HERAULT,OCCITANIE
VILLAGE DE VACANCES,3 étoiles,VILLAGE VACANCES TERNÉLIA LES FLOCONS VERTS,123 route des Servages,74300,LES CARROZ D'ARACHES,0450900446,grandsmassifs@ternelia.com,https://www.ternelia.com/fr/montagne/ternelia-les-flocons-verts,151,,,,56,"46.022369,6.641571",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
VILLAGE DE VACANCES,3 étoiles,VILLAGE VACANCES TOURISME FAMILLE LES  FLORANS,CHEMIN DES FLORANS,84410,BÉDOIN,0490656010,vtfbedoin@vtf-vacances.com,http://www.vtf-vacances.com/fr/village-vacances-familles/provence-alpes-cote-d-azur/vaucluse/bedoin/417,164,,,,82,"44.126371,5.178041",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
VILLAGE DE VACANCES,3 étoiles,VILLAGE DE VACANCES CÉVÉO DE BELLEFONTAINE,103 rue du jeu de quilles,39400,BELLEFONTAINE,0384346400,bellefontaine@ceveo.com,http://www.ceveo.com/village/village-vacances-de-bellefontaine-jura,73,,,,32,,,
VILLAGE DE VACANCES,3 étoiles,LES CHALETS D'IRATY,iraty,64560,LARRAU,0559285129,info@chalets-iraty.com,www.chalets-iraty.com,296,,,,35,"43.01825,-0.956889",PYRENEES-ATLANTIQUES,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,3 étoiles,VTF LES CARLINES,VTF LES CARLINES,73260,DOUCY,0825813123,acrespo@vtf-vacances.com,http://www.vtf-vacances.com,186,,,,55,"45.504642,6.483593",SAVOIE,AUVERGNE-RHONE-ALPES
VILLAGE DE VACANCES,4 étoiles,VILLAGE DES CIGALES,Fontaine de saby,46700,MAUROUX,0565364901,info@villagedescigales.com,www.villagedescigales.com,96,,,,26,"44.462278,1.030186",LOT,OCCITANIE
VILLAGE DE VACANCES,2 étoiles,VTF LE BIEF ROUGE,12 RUE DU VILLAGE,25370,MÉTABIEF,0442958663,acrespo@vtf-vacances.com,http://www.vtf-vacances.com,149,,,,33,"46.773724,6.351492",DOUBS,BOURGOGNE-FRANCHE-COMTE
VILLAGE DE VACANCES,3 étoiles,CENTRE DE LA MARTIÈRE,LA MARTIER,17310,SAINT-PIERRE-D'OLÉRON,0546859287,lamartiere@odcv.com,http://www.odcv.com/,130,,,,33,"45.949971,-1.350014",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,1 étoile,BEG MEIL,HENT TY NOD BEG MEIL,29170,FOUESNANT,0825802805,begmeil@renouveau-vacances.fr,www.renouveau-vacances.fr,500,,,,132,,,
VILLAGE DE VACANCES,4 étoiles,VILLAGE CLUB LA GRANDE BAIE,boulevard de bonne anse,17570,LES-MATHES,0546224037,jj.sirougnet@lagrandebaie.com,http://www.lagrandebaie.com,705,,,,155,"45.689461,-1.184431",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,3 étoiles,LE JUNKA,AVENUE DE LA PLAGE,40480,VIEUX-BOUCAU-LES-BAINS,0558419419,laurent.grenier@artes.asso.fr,http://www.artes.asso.fr,456,,,,140,"43.787193,-1.40989",LANDES,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,3 étoiles,VILLAGE VACANCES CÉVÉO DE GRUISSAN,avenue de la Felouque,11430,GRUISSAN,0820825352,reservation@ceveo.com,www.ceveo.com,467,,,,91,"43.132238,3.13588",AUDE,OCCITANIE
VILLAGE DE VACANCES,2 étoiles,LA VAL DE LANDROUËT,14 rue du gouède,22230,MERDRIGNAC,0296284798,camping.merdrignac@orange.fr,http://valdelandrouet.com,111,,,,30,"48.197756,-2.417137",COTES-D'ARMOR,BRETAGNE
VILLAGE DE VACANCES,3 étoiles,LES RÉSIDENCES DU COLOMBIER,1239 rue des Combattants d'afrique du nord,83600,FRÉJUS,0477566609,contact.colombier@vacances-ulvf.com,http://www.vacances-ulvf.com/,300,,,,84,"43.44599,6.726733",VAR,PROVENCE-ALPES-COTE D'AZUR
VILLAGE DE VACANCES,1 étoile,L'ALBATROS,46 avenue du languedoc,11370,LEUCATE,0468457056,info@albatros-franqui.com,www.albatros-franqui.com,123,,,,43,"42.932453,3.034862",AUDE,OCCITANIE
VILLAGE DE VACANCES,3 étoiles,VILLAGE DE VACANCES L'ÉCRIN DU LAC,ANC LES YVANS,5230,CHORGES,04 92 50 61 91,info@lamisoleil.com,www.lamisoleil.com,636,,,,106,"44.547692,6.278131",HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
VILLAGE DE VACANCES,3 étoiles,VTF LE DOMAINE DU PEYRICHOUX,LE DOMAINE DU PEYRICHOUX,24500,SINGLEYRAC,0442958663,acrespo@vtf-vacances.com,http://www.vtf-vacances.com,260,,,,56,"44.738071,0.462083",DORDOGNE,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,3 étoiles,VILLAGE DE VACANCES PAESE DI LAVA,PAESE DI LAVA,20167,ALATA,04.95.25.30.44,adjoint.direction@paesedilava.org,www.paese-di-lava.com,516,,,,126,"41.983259,8.67187",CORSE-DU-SUD,CORSE
VILLAGE DE VACANCES,3 étoiles,VILLAGE CLUB DU SOLEIL RONCE LES BAINS,17 avenue de l'océan,17390,LA TREMBLADE,0546360609,roncelesbains@lesvillagesclubsdusoleil.com,http://www.villagesclubsdusoleil.com/fr/nos-destinations/hiver/sejour-a-la-mer/ronce-les-bains-31,269,,,,80,"45.793698,-1.162617",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,1 étoile,LOCTUDY,16 RUE LANGOZ,29750,LOCTUDY,0825802805,loctudy@renouveau-vacances.fr,www.renouveau-vacances.fr,224,,,,94,"47.832385,-4.167097",FINISTERE,BRETAGNE
VILLAGE DE VACANCES,2 étoiles,OCÉAN VACANCES LE DOMAINE DE LA FORÊT DE SUZAC,63 allée des Bruyères,17110,SAINT-GEORGES-DE-DIDONNE,0546068000,contact@oceanvacances.com,www.oceanvacances.com,248,,,,62,"45.583551,-0.979374",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
VILLAGE DE VACANCES,3 étoiles,VTF LES FOUGERES,1 CHEMIN OBER ECK,68140,SOULTZEREN,0825813123,reservations@vtf-vacances.com,http://www.vtf-vacances.com,140,,,,39,"48.061525,7.091072",HAUT-RHIN,GRAND EST
VILLAGE DE VACANCES,3 étoiles,LES CHALET DU LAC DE VOUGLANS,La Mercantine,39260,MAISOD,0546289300,neigeetpleinair@gmail.com,http://www.chalets-vouglans.fr,96,,,,16,"46.465141,5.688626",JURA,BOURGOGNE-FRANCHE-COMTE
VILLAGE DE VACANCES,3 étoiles,AEC VACANCES LES CÈDRES,34 avenue Saint  Exupéry,6130,GRASSE,0493406161,lescedres@aec-vacances.com,http://www.aec-vacances.com/fr/individuels/destinations/grasse.html,384,,,,129,"43.661568,6.932697",ALPES-MARITIMES,PROVENCE-ALPES-COTE D'AZUR
VILLAGE DE VACANCES,3 étoiles,VILLAGE VACANCES AEC FORGEASSOUD,Forgeassoud-Dessus,74450,SAINT-JEAN-DE-SIXT,0450022436,contact@aec-vacances.com,http://www.aec-vacances.com/fr/individuels/destinations/saint-jean-de-sixt.html,298,,,,81,"45.920094,6.396498",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
VILLAGE DE VACANCES,3 étoiles,BELAMBRA CLUB L'ALISIER,476 route du val d'Arly,74120,PRAZ-SUR-ARLY,0892353637,village.prazsurarly@belambra.fr,http://www.belambra.fr/club-praz-sur-arly-l-alisier/hiver,602,,,,161,"45.835685,6.566216",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
VILLAGE DE VACANCES,3 étoiles,L'OUSTAOU DE CHICHOUA,la tuilière route d'ansouis,84530,VILLELAURE,0490098495,oustaouduluberon@gmail.com,www.oustaouduluberon.com,54,,,,10,"43.71903,5.431696",VAUCLUSE,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,3 étoiles,HÔTEL ATHÉNA,1 Rue Du Pont Rouge boîte postale 48,73570,BRIDES-LES-BAINS,0479553101,info@hotel-athena-brides.com,http://www.hotel-athena-brides.com,64,30,,,,"45.45148,6.571805",SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,REIX HÔTEL,56 rue pierre mendès france,79000,BESSINES,0549091515,reixhotel@reixhotel.com,http://www.reixhotel.com,73,36,,,,"46.300363,-0.495981",DEUX-SEVRES,NOUVELLE-AQUITAINE
RÉSIDENCE DE TOURISME,3 étoiles,RÉSIDENCE LE BOIS DE LON,Boulevard du Mourcairol,34240,LAMALOU-LES-BAINS,0825825007,lamaloulesbains@chainethermale.fr,www.chaine thermale du soleil,159,,,77,,"43.601697,3.083729",HERAULT,OCCITANIE
HÔTEL,2 étoiles,HÔTEL B&B BLOIS,100 RUE LAVOISIER,41350,VINEUIL,0892788013,bb_4185@hotelbb.com,http://www.hotel-bb.com/,203,63,,,,"47.574028,1.370779",LOIR-ET-CHER,CENTRE-VAL DE LOIRE
HÔTEL,2 étoiles,HÔTEL DU HELDER,38 rue de marseille,69007,LYON,0478616161,contact@helder.fr,http://www.helder.fr,196,98,,,,"45.752018,4.840293",RHONE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL BEAU SITE,"125 route du Danay, Lieu-dit La Ruaz",74450,SAINT-JEAN-DE-SIXT,0450022404,hotelbeausite@hotmail.com,http://www.hotel-spa-beausite.fr,40,15,,,,"45.924551,6.413259",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL IBIS BUDGET MONTPELLIER SUD PRÈS D'ARÈNES,164 avenue de Palavas,34070,MONTPELLIER,0892680659,h2582@accor.com,http://www.accorhotels.com/fr/hotel-2582-ibis-budget-montpellier-sud-pres-d-arenes/index.shtml,178,65,,,,"43.589389,3.891836",HERAULT,OCCITANIE
HÔTEL,3 étoiles,HÔTEL LE MOULIN DU CHÂTEAU,99 chemin d'Albiosc,4500,SAINT-LAURENT-DU-VERDON,0492740247,info@moulin-du-chateau.com,http://www.moulin-du-chateau.com,24,10,,,,"43.725694,6.067511",ALPES-DE-HAUTE-PROVENCE,PROVENCE-ALPES-COTE D'AZUR
HÔTEL,4 étoiles,DOMAINE DU RONCEMAY,roncemay,89110,CHASSY,0386735052,direction@roncemay.com,http://www.roncemay.com,42,18,,,,"47.84433,3.300713",YONNE,BOURGOGNE-FRANCHE-COMTE
HÔTEL,1 étoile,HÔTEL RESTAURANT LE CHALET,6 AVENUE DU PRéSIDENT SADI CARNOT,87350,PANAZOL,0555060979,lechalet.panazol@orange.fr,-,20,9,,,,"45.829986,1.297917",HAUTE-VIENNE,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,HÔTEL LE RELAIS DE L'AUBRAC,Lieu-dit le pont de Gournier,48260,RECOULES-D'AUBRAC,0466325206,relais-aubrac@wanadoo.fr,www.relais-aubrac.com,65,25,,,,"44.693728,3.034481",LOZERE,OCCITANIE
HÔTEL,3 étoiles,HÔTEL LES JARDINS DE LA GLACIÈRE,Vallée De La Restonica,20250,CORTE,0495452700,lesjardinsdelaglaciere@wanadoo.fr,www.lesjardinsdelaglaciere.com,71,31,,,,"42.302446,9.155351",HAUTE-CORSE,CORSE
HÔTEL,3 étoiles,HÔTEL DUGUAY-TROUIN,11quai duguay-trouin,35260,CANCALE,0223151207,leduguaytrouin1@aol.com,-,18,7,,,,"48.669755,-1.857095",ILLE-ET-VILAINE,BRETAGNE
HÔTEL,2 étoiles,HÔTEL LES MOINEAUX,Le Borgel,74470,BELLEVAUX,0450737111,info@les-moineaux.com,http://www.hotel-les-moineaux.com,37,14,,,,"46.264985,6.536159",HAUTE-SAVOIE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,MACCHIA E MARE,marine de pietracorbara,20233,PIETRACORBARA,0495352136,macchia2b@orange.fr,http://www.macchia-e-mare.com,16,8,,,,"42.837748,9.479454",HAUTE-CORSE,CORSE
HÔTEL,3 étoiles,HÔTEL SPA AU SOLEIL,20 rue Sainte Gertrude,68920,WETTOLSHEIM,0389806266,hotel-au-soleil-wettolsheim@orange.fr,http://www.hotel-restaurant-au-soleil.com,35,16,,,,"48.059248,7.298325",HAUT-RHIN,GRAND EST
HÔTEL,2 étoiles,DELTOUR HÔTEL RODEZ ECO,23 AVENUE DE LA GINESTE,12000,RODEZ,0565712211,rodez@deltourhotel.com,http://www.deltourhotel.com,65,26,,,,"44.36107,2.567978",AVEYRON,OCCITANIE
HÔTEL,4 étoiles,HÔTEL DES ARTS,27 avenue Victor Hugo,34200,SÈTE,0467746267,contact@hotel-des-arts-sete.com,http://www.hotel-des-arts-sete.com/,105,35,,,,"43.410483,3.697326",HERAULT,OCCITANIE
VILLAGE DE VACANCES,3 étoiles,LES ALPES D'AZUR,1 route de Briançon,5240,LA SALLE LES ALPES,0492255757,infovb@vacancesbleues.com,www.vacancesbleues.com,204,,,,64,"44.938614,6.576132",HAUTES-ALPES,PROVENCE-ALPES-COTE D'AZUR
RÉSIDENCE DE TOURISME,2 étoiles,RÉSIDENCE L'ÉCRIN D'HUEZ,QUARTIER DES BERGERS,38750,L'ALPE-D'HUEZ,0476796000,huez@franceloc.fr,http://www.franceloc.fr,603,,,126,,"45.091407,6.066047",ISERE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL LE SAINT-YVES,4 rue colvestre,22220,TRÉGUIER,02 96 92 33 49,lesaintyvestreguier@gmail.com,http://www.lesaintyvestreguier.com/,18,8,,,,"48.787815,-3.23168",COTES-D'ARMOR,BRETAGNE
RÉSIDENCE DE TOURISME,3 étoiles,RÉSID ESCALES,35 RUE DE L'ÉTOILE DU MATIN,44600,SAINT-NAZAIRE,0240612154,residescales@ghphotels.com,http://www.ghphotels.com/resid-escales-appart-hotel-saint-nazaire-C87.html,200,,,80,,"47.260218,-2.274415",LOIRE-ATLANTIQUE,PAYS DE LA LOIRE
HÔTEL,3 étoiles,HÔTEL IBIS PARIS GENNEVILLIERS,32 RUE LOUIS CALMEL,92230,GENNEVILLIERS,0140851919,H1966-GM@accor.com,http://www.accorhotels.com/fr/hotel-1966-ibis-paris-gennevilliers/index.shtml,123,60,,,,"48.925828,2.29089",HAUTS-DE-SEINE,ILE-DE-FRANCE
HÔTEL,4 étoiles,HÔTEL OCÉANIA LE JURA,14 AVENUE MARÉCHAL FOCH,21000,DIJON,0380416112,ddiogo@oceaniahotels.com,http://www.oceaniahotels.com/h/hotel-oceania-le-jura-dijon/presentation,148,73,,,,"47.323611,5.030281",COTE-D'OR,BOURGOGNE-FRANCHE-COMTE
HÔTEL,4 étoiles,GRAND HÔTEL DES TEMPLIERS,22 rue des Templiers,51100,REIMS,0326885508,hotel.templiers@wanadoo.fr,www.hotel-templiers-reims.com,36,18,,,,"49.259596,4.039128",MARNE,GRAND EST
HÔTEL,2 étoiles,HÔTEL AU PACIFIC,11 RUE FONDARY,75015,PARIS,0145752049,pacifichotel@wanadoo.fr,http://www.au-pacific-hotel.com,113,56,,,,"48.848677,2.291863",PARIS,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL CAMPANILE CRÉTEIL CENTRE,52 AVENUE DU CHEMIN DE MESLY,94000,CRÉTEIL,0143392315,olivier-campanilecreteil@wanadoo.fr,http://www.hotel-campanile-creteil.fr,173,77,,,,"48.784674,2.459486",VAL-DE-MARNE,ILE-DE-FRANCE
HÔTEL,3 étoiles,LA VILLA OUEST,13 avenue de Pontaillac,17420,SAINT-PALAIS-SUR-MER,0546231119,contact@lavillaouest.com,https://www.lavillaouest.com,60,26,,,,"45.641063,-1.085167",CHARENTE-MARITIME,NOUVELLE-AQUITAINE
HÔTEL,3 étoiles,INTER HÔTEL LES BRUYÈRES,route André Dupuy ZAC CAZALIEU,40260,CASTETS,0558550530,hotellesbruyeres40@wanadoo.fr,www.hotel-lesbruyeres.com,126,56,,,,"43.86935,-1.145439",LANDES,NOUVELLE-AQUITAINE
HÔTEL,2 étoiles,HÔTEL LE NAUTILUS,9 rue de la Corne de Cerf,35400,SAINT-MALO,0299404227,nautilus-st-malo@wanadoo.fr,http://www.hotel-lenautilus-saint-malo.com/,30,15,,,,"48.650751,-2.024965",ILLE-ET-VILAINE,BRETAGNE
HÔTEL,4 étoiles,HÔTEL LA ROYA,Plage de la Roya,20217,SAINT-FLORENT,0495370040,info@hoteldelaroya.com,http://www.hotelroya.com,60,28,,,,"42.673862,9.295727",HAUTE-CORSE,CORSE
HÔTEL,3 étoiles,HÔTEL TERRE DE LOIRE,10-14 route de Beaulieu,18240,BELLEVILLE-SUR-LOIRE,0248543030,admin@terredeloire.com,http://www.terredeloire.com,26,13,,,,"47.508193,2.850879",CHER,CENTRE-VAL DE LOIRE
HÔTEL,3 étoiles,HÔTEL DE L'EUROPE,3 RUE CHATEAUGONTIER,49100,ANGERS,0241886745,hoteldeleurope-angers@wanadoo.fr,http://www.hoteldeleurope-angers.com,61,29,,,,"47.466902,-0.549577",MAINE-ET-LOIRE,PAYS DE LA LOIRE
HÔTEL,4 étoiles,HÔTEL MELIA PARIS LA DÉFENSE,2 Esplanade du Général de Gaulle,92400,COURBEVOIE,0175579970,melia.ladefense@melia.com,http://www.melia.com/en/hotels/france/paris/melia-paris-la-defense/index.html,588,369,,,,"48.888295,2.250794",HAUTS-DE-SEINE,ILE-DE-FRANCE
HÔTEL,2 étoiles,HÔTEL B&B LE MANS NORD 2,8 rue Joseph Caillaux,72650,SAINT-SATURNIN,0892788051,bb_4363@hotelbb.com,www.hotelbb.com,172,72,,,,"48.051806,0.165505",SARTHE,PAYS DE LA LOIRE
HÔTEL,3 étoiles,HOSTELLERIE LE PRÉ BOSSU,ROUTE DES CHAUMIÈRES,43150,MOUDEYRES,0471051070,leprebossu@gmail.com,http://www.leprebossu.com/,18,6,,,,"44.951357,4.095524",HAUTE-LOIRE,AUVERGNE-RHONE-ALPES
HÔTEL,2 étoiles,HÔTEL DU MOULIN,7 rue Novilliers,41110,SAINT-AIGNAN,0254751554,hotel-du-moulin@orange.fr,www.moulin-saint-aignan.com,42,12,,,,"47.270718,1.374285",LOIR-ET-CHER,CENTRE-VAL DE LOIRE
HÔTEL,3 étoiles,HÔTEL KYRIAD LES 4 PAVILLONS BORDEAUX LORMONT,1 AVENUE DE PARIS,33310,LORMONT,0556382223,contact@hotel-lormont.com,http://www.kyriadbordeauxlormont.com,93,43,,,,"44.866964,-0.514089",GIRONDE,NOUVELLE-AQUITAINE
HÔTEL,4 étoiles,HÔTEL MERCURE LYON CENTRE PLAZA RÉPUBLIQUE,5 RUE STELLA,69002,LYON,0478375050,h2951-gm@accor.com,http://www.accorhotels.com/fr/hotel-2951-hotel-mercure-lyon-centre-plaza-republique/index.shtml,167,82,,,,"45.760708,4.836717",RHONE,AUVERGNE-RHONE-ALPES
HÔTEL,4 étoiles,HÔTEL NOVOTEL LYON LA PART DIEU,47 Boulevard Marius Vivier Merle,69003,LYON,0472135151,H0735-GM@accor.com,http://www.accorhotels.com/fr/hotel-0735-novotel-lyon-la-part-dieu/index.shtml,248,124,,,,"45.759717,4.858461",RHONE,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,CHÂTEAU DU BOST,27 rue de Beauséjour,3700,BELLERIVE-SUR-ALLIER,0470595959,contact@chateau-du-bost.com,http://chateau-du-bost.com/,16,8,,,,"46.112034,3.392781",ALLIER,AUVERGNE-RHONE-ALPES
HÔTEL,3 étoiles,HÔTEL RESTAURANT LE MERLE BLANC,36 route de Gueugnon,71160,DIGOIN,0385531713,lemerleblanc@wanadoo.fr,http://www.lemerleblanc.com/,34,15,,,,"46.499869,4.012934",SAONE-ET-LOIRE,BOURGOGNE-FRANCHE-COMTE
HÔTEL,3 étoiles,HÔTEL LA CLOSERIE DES VIGNES,5 LES GAUDILLES,33710,SAINT-CIERS-DE-CANESSE,0557648190,la-closerie-des-vignes@wanadoo.fr,hotel-restaurant-gironde.com,20,7,,,,"45.096713,-0.597897",GIRONDE,NOUVELLE-AQUITAINE
HÔTEL,4 étoiles,HÔTEL MONCEAU WAGRAM,7 rue Rennequin,75017,PARIS,0147630752,contact@hotelmonceau.com,http://www.hotelmonceau.com,48,25,,,,"48.8809,2.298983",PARIS,ILE-DE-FRANCE
HÔTEL,2 étoiles,AUBERGE DU LION D'OR,2 rue du bac,77730,NANTEUIL-SUR-MARNE,0160236221,lion.dor.nanteuil@wanadoo.fr,aubergeduliondor77.jimdo.com,24,9,,,,"48.977348,3.220869",SEINE-ET-MARNE,ILE-DE-FRANCE
HÔTEL,3 étoiles,HÔTEL GABRIEL,ROUTE DU MONT-SAINT-MICHEL,50170,LE MONT-SAINT-MICHEL,0233601413,hotelgabriel@le-mont-saint-michel.com,www.hotelgabriel-montsaintmichel.com,130,45,,,,"48.636023,-1.510437",MANCHE,NORMANDIE
RÉSIDENCE DE TOURISME,4 étoiles,CHALET LE REFUGE LA ROSIERE,la rosiere Quartier Les Eucherts,73700,MONTVALEZAN,0479008500,contact@chalet-altitude.com,http://www.chalet-altitude.com,106,,,11,,"45.627836,6.847582",SAVOIE,AUVERGNE-RHONE-ALPES
